Row,Name,Region,Scientific Name,Sun Exposure,Rating,Description,Color,Blooming Period,Fruit Characteristics,Height,Width,Heat Tolerance,Water Requirements,Soil Requirements,Pest Tolerance,Fertility Requirements,Image,Type,Size,Lilypad
921,Ginkgo or Maidenhair Tree,2,Ginkgo biloba,['sun'],10,"Ginkgo is a much storied deciduous broadleaved conifer that is widely planted in cool / cold temperate climates worldwide. Its unique duck-foot shaped bright green leaves turn a handsome golden color in autumn. While renown for its urban tolerance in many regions, it prefers a well drained deep fertile soil in Texas and seldom reaches the proportions here that it does elsewhere. The gangly look of youth gives way to a picturesque stout trunk with spreading gnarled branches in old age, truly a wise investment for our grandchildren's landscapes. Use only male clones in high traffic areas as the fruit on female trees is malodorous.",{'green'},{'spring'},TRUE,"[30, 100]","[30, 60]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/ginkgobi.jpg,['tree'],"['medium', 'large']",0.94349315
922,Osage Orange (Horse Apple),2,Maclura pomifera,"['sun', 'partial sun']",10,Osage Orange is a large shrub to medium size deciduous tree with a rounded spreading canopy of dark glossy green leaves. It is native to Texas and Oklahoma and is useful as a shade tree for very difficult sites. Spiny forms are used as living fences and the wood was once a favorite manufacture of bows by native Americans.,{'green'},{'spring'},FALSE,"[25, 50]","[25, 50]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/maclurapomifera.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.94863014
923,Red Yucca,2,Hesperaloe parviflora,"['sun', 'partial sun']",10,"Red Yucca is very similar in appearance to the non-trunk forming Yucca spp., consisting of small clumps of thickish dark green recurved sword-like foliage. An important feature is the recurrent flowering, with spikes of red-pink flowers occurring from spring to late summer. Red Yucca works well in xeriscapes and is more amenable to widespread usage and looks more congruous in mesic environments than most Yucca spp. The foliage is thicker and not spine tipped posing less of a pedestrian hazzard than Yucca spp.","{'red', 'pink', 'yellow', 'green'}","{'spring', 'summer'}",FALSE,"[1, 5]","[2, 3]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/hesperaloe.jpg,['shrub'],['small'],0.95547945
924,Liriope or Lilyturf,2,Liriope muscari,"['sun', 'partial sun', 'shade']",10,Liriope forms a dense evergreen clump 8 inch to 18 inch tall and wide. Can be used on tight spacings as a groundcover or for edging or specialty work. Blue-purple to white flowers are more attractive than those of Ophiopogon spp. Better adapted to full sun locations in Texas than most Ophiopogon spp. Very versatile plant.,"{'blue', 'white'}",{'summer'},TRUE,"[0.6666666666666666, 1.5]","[0.6666666666666666, 1.5]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/liriope.jpg,"['perennial', 'groundcover']","['small', 'medium']",0.94349315
925,Winter Honeysuckle,2,Lonicera fragrantissima,"['sun', 'partial sun']",10,"Winter Honeysuckle is a deciduous shrub valued for its late winter to early spring fragrant flowers. While very durable, the shrub possesses little ornamental merit aside from the off-season flowers.",{'white'},"{'spring', 'winter'}",FALSE,"[6, 8]","[6, 8]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/lonicerafrag2.jpg,['shrub'],"['medium', 'large']",0.96061644
928,Witchhazels,2,Hamamelis spp.,"['sun', 'partial sun']",10,"Witchhazels are medium deciduous shrubs to small trees with handsome summer leaves, good fall color, and fragrant off-season flowers. Depending upon the species or hybrid chosen, plants can be selected that flower from fall to early spring. They are suitable for use as seasonal screens, hedges, limbed up small trees, naturalizing, or as foundation plants for large structures.","{'red', 'yellow', 'orange'}","{'fall', 'spring', 'winter'}",TRUE,"[8, 25]","[8, 12]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/hamamelisvirginiana2.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.98287671
929,Pam's Pink American Honeysuckle,2,Lonicera x americana,['sun'],10,"Pam's Pink American Honeysuckle is a vigorous but less rampant semi-evergreen vine than Lonicera sempervirens or Lonicera japonica. The green to blue-green foliage is similar to L. sempervirens, but with prominently purple stems. The tubular pink buds open to expose a white throat. Flowering peaks in spring and occurs sporadically thereafter throughout summer, fall, and even mild winters.","{'white', 'pink'}","{'fall', 'spring', 'summer', 'winter'}",FALSE,"[20, 20]","[20, 20]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/loniceraxamericana2.jpg,['vine'],"['small', 'medium']",0.99486301
930,Chinese Fringe Flower or Chinese Witchhazel,2,Loropetalum chinense,"['sun', 'partial sun']",10,"Chinese Fringe Flower is an evergreen large shrub to small tree with an upright oval to rounded growth form. Plants may have green, blue-green, to bronze foliage and pink flowers with strap-like petals that bloom in late winter to early spring.","{'white', 'pink'}","{'spring', 'winter'}",FALSE,"[6, 12]","[6, 12]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/loropetalumchinense.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.96575342
932,Palmetto Palm,2,Sabal palmetto,"['sun', 'partial sun']",10,"The Palmetto Palm is fan palm (actually costapalmate) that reaches the size of a medium to large tree over time. Relatively slow growing, but very cold hardy for a palm. The state tree of Florida and South Carolina. Useful as a tropical accent, street tree (planted as a larger size), and popular in coastal landscapes. Probably useful in Texas in similar environments as Sabal mexicana. The Palmetto Palm is taller and thinner trunked than the Texas Palmetto.",{'white'},{'spring'},TRUE,"[20, 25]","[1, 10]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/sabalpalmetto.jpg,"['tree', 'tropical']","['medium', 'large']",0.94349315
933,Prairie Flameleaf Sumac,2,Rhus lanceolata,['sun'],10,"Prairie Flameleaf Sumac is a small native Texas tree that suckers to form colonies. The large pinnately compound leaves and moderately coarse sparsely branched limbs result in a rather unattractive winter form, but the dark glossy green leaflets in summer and super red fall color are serviceable. Yellow-green flowers are mildly interesting in summer and the terminal clusters of red-brown drupes on female trees add fall and early winter interest. This species can be a seriously invasive weed and rarely the sap can be a dermal irritant to some people. Finer textured than most other tree-form Rhus spp., but still coarse in winter.","{'yellow', 'green'}",{'summer'},TRUE,"[10, 15]","[10, 15]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/rhuslanceolata2.jpg,"['shrub', 'tree']","['small', 'large']",0.94349315
934,Smooth Sumac,2,Rhus glabra,['sun'],10,"Smooth Sumac is a widely distributed North American native shrub or small tree with moderately coarse textured dark glossy green summer foliage and firey red fall color. Individual plants have mostly hemispherical crowns, but tend to sucker to form spreading colonies. Intermediate between Rhus typhina and Rhus lanceolata in coarseness of texture. Useful primarily in naturalized landscapes.","{'yellow', 'green'}",{'summer'},TRUE,"[10, 15]","[10, 15]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/rhusglabra4.jpg,"['shrub', 'tree']","['small', 'large']",0.94349315
935,Viburnums,2,Viburnum spp.,"['sun', 'partial sun']",10,"Viburnums constitute a widely variable and large genus. Viburnums are mostly rather coarse-textured, deciduous, semievergreen to evergreen shrubs or small trees. Autumn foliage color is often attractive on deciduous taxa. Most have attractive creamy white to pink-white flowers, varying from fragrant to malodorous. Many species have attractive red, blue, to black fruit.","{'white', 'pink'}","{'spring', 'summer', 'winter'}",TRUE,"[4, 30]","[4, 15]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/viburnumsuspensum.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.98287671
936,Fragrant Sumac,2,Rhus aromatica,['sun'],10,"Fragrant Sumac is typically a fine textured shrub with dark glossy green leaves above with pubescence beneath resulting in a gray-green summer color. The foliage is aromatic, desirable to some, the source of the common name Shunk Bush to others. The foliage turns good combinations of yellow, orange, and red in autumn. A very tought underutilized shrub for xeriscapes and low maintenance gardens.","{'yellow', 'green'}",{'spring'},TRUE,"[2, 8]","[4, 10]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/rhusaromatica2.jpg,['shrub'],"['small', 'medium']",0.94349315
937,Common Baldcypress,2,Taxodium distichum var. distichum,['sun'],10,"Common Baldcypress is a widely planted shade and street tree in Texas. This deciduous conifer has soft layered branchlets with needle-like leaflets that turn from dark green to bronze or rich brown in autumn. Common Baldcypress is native to swamps and can tolerate standing water or rather dry sites once established. The famous ""knees"" are produced in wet areas or when planted near water features. This beautiful tree develops a narrow pyramidal crown in youth that becomes classically flat-topped and windsweep with age. The fluted trunk becomes highly butressed in old age; very durable and valuable timber; very long lived, to 1000 years plus?","{'yellow', 'brown'}","{'spring', 'winter'}",TRUE,"[50, 100]","[25, 40]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/taxodist.jpg,['tree'],"['medium', 'large']",0.96061644
938,Needle Palm,2,Rhapidophyllum hystrix,"['sun', 'partial sun', 'shade']",10,"Needle Palm forms a large shrub or small tree with a single stoutish trunk with 6 inch needle-like spiny projections (leaf sheaths). The foliage is an attractive green to blue-green and the plant is one of the most cold hardy palms in the world, but the needles are a major pedestrian and maintenance hazard. Site away from human contact.",{'yellow'},"{'spring', 'summer'}",FALSE,"[4, 8]","[6, 10]",2,0,0,2,0,None,"['shrub', 'tree']","['small', 'large']",0.96061644
939,Goldenball Leadtree,2,Leucaena retusa,"['sun', 'partial sun']",10,Goldenball Leadtree is an underutilized Texas native small single or multi-stem tree. Used in West and South Texas as a small patio or courtyard tree. It casts a filtered shade and has outstanding bright yellow flowers spring to fall; largest flushes after rain events.,{'yellow'},"{'fall', 'spring', 'summer'}",FALSE,"[15, 25]","[15, 25]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/leucaena.jpg,['tree'],"['small', 'large']",0.97773973
940,Chinese Trumpetcreeper,2,Campsis grandiflora,"['sun', 'partial sun']",10,"A moderately vigorous deciduous introduced vine with similar but larger, more red-orange flowers than those of Campsis radicans. Not as prone to engulf the site as C. radicans. Less seldom encountered in the Texas nursery trade than its hybrids with C. radicans.","{'red', 'orange'}","{'fall', 'summer'}",FALSE,"[20, 20]","[20, 20]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/campsisgrandiflora.jpg,['vine'],['large'],0.95547945
941,Montezuma Cypress,2,Taxodium mucronatum (Taxodium distichum var. mexicanum),"['sun', 'partial sun']",10,"Montezuma Cypress is potentially a large massive conifer, but is often similar in size to the Common Baldcypress (Taxodium distichum) in our region. Trees are evergreen in warmer climates, so semievergreen or tardily deciduous in cold regions. In youth Montezuma Cypress develops a broader more irregular crown than Common Baldcypress, but later develops into a mostly pyramidal tree. This species is similarly tolerant of wet soils and periodic flooding, but is much faster growing than Common Baldcypress. This is a handsome species with potentially better adaptation to the higher pH soils in our region. Although native to the Southern Rio Grande Valley, this species is most widely distributed in Mexico.",set(),{'spring'},TRUE,"[50, 50]","[20, 30]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/taxodiummucronatum3.jpg,['tree'],"['medium', 'large']",0.94349315
943,Tree Yellow Bells,2,Tecoma stans var. stans,"['sun', 'partial sun']",10,Tree Yellow Bells represents the species type which is a shurb or small tree used as a woody plant in Rio Grande Valley landscapes. The leaflets on the species type are broader than on the more widely utilized Tecoma stans var. angustata. Tecoma stans var. stans is less cold hardy than T. stans var. angustata and is more likely to be encountered as a seasonally planted tropical annual over much of our region.,{'yellow'},"{'fall', 'spring', 'summer', 'winter'}",TRUE,"[15, 20]","[15, 20]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/tecomastansvarstans'goldstar'.jpg,"['shrub', 'tree', 'annual', 'tropical']","['small', 'medium', 'large']",1
944,Century Plant,2,Agave americana,['sun'],10,Century Plants are known as such due to the many years (20+) between flowering events. A large rosette of succulent ovate green to blue-green leaves tipped with a sharp spines form first. Small suckers or pups form around the mother plant. The foliage provides a classic arid landscape look and when flowering occurs it is spectacular.,"{'yellow', 'green'}","{'spring', 'summer'}",FALSE,"[4, 6]","[5, 10]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/agaveame.jpg,['shrub'],"['small', 'medium', 'large']",0.96575342
945,Live Oak,2,Quercus virginiana,['sun'],10,Live Oaks are one of the premier shade trees for the southern USA including large portions of Texas. This magnificent evergreen oak develops a spreading crown of picturesque branches. The only serious limitations to use of Live Oaks are cold and oak wilt fungus.,{'green'},{'spring'},TRUE,"[40, 60]","[50, 70]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/quercusv.jpg,['tree'],"['medium', 'large']",0.94349315
946,Pride-Of-Barbados,2,Caesalpinia pulcherrima,['sun'],10,"Pride-Of-Barbados is an audacious shrub in tropical climates and can be used as a summer accent or patio plant in cooler climates. The showy terminal panicles, borne season long, are one of the best of the tropical Poinciana. A frequently planted shrub in deep South Texas.","{'red', 'yellow', 'orange'}","{'fall', 'spring', 'summer'}",FALSE,"[3, 15]","[3, 15]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/caesalpiniapulcherrima.jpg,"['shrub', 'tree', 'annual', 'tropical']","['small', 'medium', 'large']",0.98287671
